Unnamed: 0,overall,reviewText
48,5.0,job price right came quickly im happy purchase would recommend would
49,2.0,used month phone decided quit mounting lost picture pet died shortly got replacement card send old one giving chance recovering content new one worked fine failing month inexcusable
50,5.0,memory card either work doesnt always going one star five star review middle groundthe adapter nice bonus though dont think anything use
51,5.0,purchased card use contourroam work great put card camera format good go allows easily record hour pfps video without running space slowing
52,5.0,upgraded gb gb card galaxy note phone look like work fine full capacity good product
53,4.0,everything great except adapter tight use tool take back adapter causing chip fault guess also bought gb version adapter one fine
54,5.0,liked first one purchased much bought second one fast read write speed good price plus sandisk best software device compatibility forget thumb drive flexible durable option use direct tablet smart phone andor buy decent usb card reader load voila instant superspeedy upgradeable thumb drive work great tablet newer card reader still kick butt every thumb drive know even used old plastic usb card reader held together scotch tape lol purchased several microsd card since first came gb gb still work fine cannot say thumb drive purchased time periodone point beware counterfeit samsung number one brand unfortunately get counterfeited lot check review buy reliable seller suggest buying direct amazon memory mogul purchased issue
55,5.0,really cant say anything bad say super fast great storage size lot movie
56,4.0,used phone plenty fast work like unexpectedly come mini full sd card size adapter nice foolproof packaging whatever laughable packaging decent shouldnt bragged impossible mess messed
57,5.0,standard micro sd card would recommend anyone purchased dad using expand memory tablet shipped fast slight bit cheaper store believe
58,5.0,ordered new samsung galaxy note ii work awesome installed problem loaded music didnt even scratch surface capacity card shouldnt ever worry running outta room card highly recommended smartphone user
59,5.0,great deal much faster file movementdefinitely worth purchase sandisk proved good product
60,5.0,youll pay anywhere else initially leery buying another sd card amazon year ago card fake said gig plugged computer could load onto would say full apparently there way fool computer thinking there space fakecounterfeit card donot one real deal genuine sandisk contains many gb say im pleased customer
61,5.0,use samsung galaxy almost year problem really expands memory capability easy enough install
62,5.0,gb storage new asus tablet whats love cant imagine paying model upgraded storage especially since usually like thing cheap work great
63,5.0,excellent quality excellent speed complaint easy use reliable red stripe front make easy find crowded desk
64,3.0,card advertises uhs actually uhsthis mean go sdr speedsthroughputnot necessary bad false advertising
65,5.0,purchase hp tablet memory music download picture video enough room store memory left
66,5.0,anything wrong sandisk product item read sooooo quickly quite happy
67,5.0,lot people want big memory fine need look speed class one class great taking picture video freeze move mb fast enough lesser speed card freeze say waiting camera miss moment also sandisk name trust come memory card
68,5.0,fast transfer rate downloaded gb video form card laptop card reader minute
69,5.0,something said sandisk plug work ive never one doa memory issue throughout year camera storage product installed galaxy siii recognized right away able dump music onto speed seems great well complaint
70,5.0,praise extra memory fill mp player every song heart desire sound quality perfect ease use superb great
71,5.0,though state gig gig available know happens expected keep mind wanting storage might want order gig card exactly expected needed complaint
72,5.0,job advertisedif need extra memory phonetablet whatever device bext buypricequality
73,5.0,needed cell phone work perfectly sandisk never disappointment plus year ive itcomputer work
74,5.0,priced right memory card also read writes fast noticeable difference cheaper card put phone plan buy another one tablet
75,5.0,work great sprint htc evo g lte formatted w fat course maximum file size gb meaning full length hidef movie however isnt problem bought card putting music library phonelike class microsdhc card mb closer class card ive ever tried mb kingston gb mb card mbscant wait till gb gb card become available affordable
76,5.0,update gb card stopped allowing writes via cardreaders window pceither inside several fullsize sd card adapter writeprotect tab either position plugged directly microsd slot reader microsd card writeprotect tab quite surprised worried failing find workable solution searching online finally put chromebook created new folder stuck back window pc longer gave writeprotect error anyone similar problem id recommend something similar putting pc laptop camera etc available try writing therethis portion review necessarily written update original review gb version card since amazon disallows multiple review consider item portion concern gb version cardi dont need fast card speed card important besides test pc exactly highend therefore didnt count speed result got using usb card adapter thought might relevant reader card reach class andor uhsi requirement came claimed read speed mb fast file transfer running second pc using different usb card reader none speed even hit mb seems highly systemdependenti got card week far work select sdxccompatible device exfatcompatible operating system sdxccompatible device panasonic hdctm allow card larger gb whatever reason stated manual ive confirmed card recognized brokencorruptunusable device whereas gb exfat card work fine gb work fine original exfat formatting toshiba excite android tablet predictably nonsdxccompatible galaxy note though possibly would reformatted fat since gb card fat work fine thereill update review reflect problem issue etc notice coming day weekscrystaldiskmark c hiyohiyocrystal dew world url removed per amazon rule mb byte sata bytessequential read mbssequential write mbsrandom read kb mbsrandom write kb mbsrandom read kb qd mb iopsrandom write kb qd mb iopsrandom read kb qd mb iopsrandom write kb qd mb iopstest mb g gb xdate o window xp professional sp build xthe following original review gb version card published april highquality card ive used variety device multiple reader different pc hd camcorder using micro fullsized sd adapter ive never problem even work full capacity microsdhconly device reformatted fat sandisk clip flac player supposedly even psps via proper adapter though havent yet tested psp keep anticipating someone coming card equal better capacity speed comparable price havent seen one yet cheaper id several nowmake sure device handle micro fullsized sdxc card one rare gem state support high sdhc tested work sdxc card one theyve manually reformatted fat
77,5.0,work great phone wife love got second mom storing lot picture video
78,5.0,loaded card home movie samsung galaxy tab copy process computer card fast skip movie quality plenty room left go wish bought another collection
79,5.0,bought loaded season futurama full length hd movie several documentary dozen minute comedy show plenty room left picture etconly slight nitpick booting recovery mode recognize card wanted update phone latest version android would see resort gb microsd laying around wasnt sd card issue thought would throw
80,5.0,purchased wife bought samsung galaxy store music picture video camera capable capturing megapixels photo gb microsd suffice matter fact ive already exhausted remaining space card gb allow take photo son
81,5.0,great storage failed yet year usage
82,5.0,since wife using causing problem must functioning normally look good far
83,5.0,class speed way fly gb usable space think good
84,5.0,subject say supposed great price sale buy
85,5.0,lot question memory card fitting samsung galaxy tab tablet fit work problem thing installing instead showing gb available show gbtried formatting card resultshave idea limit set galaxy tab tablet normal buy gb get less thatas surely problem coming sandisk memory card rating star excellent price work great quick delivery
86,5.0,come kind flash storage sandisk always go brand sell quality item stand there problem usual complaint work descried havent issue read write speed right spec say
87,5.0,high speed high capacity storage great durability use phone digital camera work good
88,5.0,memory help keep want keep cell phoneit good brand right price
89,4.0,bought sd card android phone thinking class faster reliable others turn difference class doesnt really matter least android phone didnt really worth price difference
90,5.0,sandisk gb micro sd class reliable sd card amazing transfer speed noticeable lag transfering even largest raw image hadnt problem
91,4.0,good card work describes havent issue going pas metal detector lost file missing file
92,5.0,bought store music phone work flawlessly three month far problemsin card reader average megabyte read write
93,5.0,im amazed ordered amazon tuesday morning arrived wednesday mail impressive service amazona already reported card format gb performs perfectly samsung galaxy iii also new using two card reader fast pc transferred everything old gb card new gb card less time took walk kitchen get cup coffee think class rating correct cardonce experience card phone ill benchmark card ill also benchmark operation internally backing android phone card ill update review accurate numerical data mean time first look person said problem anything faster class may correct full backup phone card significantly faster backup old gb class card benchmark yet ill include hereright im happy card im really impressed card unbelievably quick service amazon im atlanta shipment like one often take full day arrive
94,5.0,excellent one best cant go wrong card class necessary show noticeable significant improvement class
95,5.0,bought gb microsd card best buy needed one microsoft surface pro provides space need people need lot space video quick book picture editing game etc card one dont need much space consider buying one cheaper little less memorynote aware microsdxc format card new computer support format many older computer includes tablet smartphones buying make sure computer tablet smartphone compatible work period others claim card doesnt work matter try chance machine cannot support microsdxc format
96,4.0,got couldnt pas deal incredibly fast htc sensation g picture taken saved instantaneously day happy shipping fast packaging easy open always great book issue format computer first phone able recognize
97,5.0,get lot storage small price micro sd adapter class fast happy purchase hope review helpful
98,5.0,ultra micro sdhc fine got working neither packaging sansa clip player inform user player need totally microcard inserted unit read card otherwise love storage even gb let alone tremendous
99,5.0,upgraded price dropped originally gig sandisk card mytouch g found toward mytouch g end life space running low got galaxy bought card work flawlessly highly recommend error ever super fast transfer rate
100,5.0,item priced right fit right cell phone without issue suppose dont know else could say class suppose plenty fast cell phone use sure speed camera use degree worked well shipping fast
101,4.0,got memory card samsung galaxy running room sandisk gb class micro sd card also wanted faster durable card hopping put lot medium addition nandroid backup custom rom later found since card formatted exfat would work make nandroid backup flash custom rom custom recovery custom rom dont work exfat choice format card fat meant couldnt put file larger gb besides card great reasonable price one doesnt root phone put custom rom nandroid backup put file larger gb affect memory card fast provides storage put mobile device time card also water proof shock proof come lifetime warranty ive never issue sandisk memory card usb flash drive last really long time
102,5.0,using included adaptor macbook pro transfer file impressed speed card
103,5.0,got store movie music samsung note iiinot much say memory card except work expected
104,5.0,purchased version expand memory gb android tablet nothing fancy job problem played back flawlessly file transferredthere many different microsd card see sale might want consider instead cheaper noname brand
105,5.0,ive ordered sd card one best overall shipping excellent fast reliable would recommend anyone looking quality product thanks
106,5.0,use phone work totally worth money great place store picture music phone instead using phone memory still run fast
107,4.0,bought two one asus infinity one samsung galaxy international version worked fine asus didnt work phone formatted card using phonethe tablet laptop didnt work test apps using apps nothing showed working way got work formatting canon slr camera
108,2.0,work actual rw speed mb even class marketed sandisk basic sandisk ultra unless mean ultra slow excuse slow card sandisk update redone test notepro instead using non uhsi pc latest result mb since read speed hit believe device dhsi ready still underwhelmed write speed though
109,4.0,sandisk ultra gb microsdhc cuhs memory card adaptersandisk ultra gb microsdhc cuhs memory card adapterworks fine
110,5.0,great adding ton storage smartphone device fast enough need price right
111,5.0,cant possibly go wrong san disc product although purchased son used san disc past never disappointed
112,3.0,job fairly cheap worth return first one exchange another first one defective sandisk really need better quality assurance product second one work perfectly fine use gopro camera
113,4.0,bought son tablet cartoon video movie game downloading he yr theyll small simple game
114,5.0,bought friend mine put video initially plugged computer couldnt find storage directory however finding micro sd usb adapterbingo worked like charm install video plugged card phone racesnot sure needed adapter couldnt get computer recognize also used linux o go figure
115,5.0,sandisk ultra gb micro card great addition maximize samsung galaxy iii whatever version got gb gb fast memory great price plenty space picture video android application good video galaxy iii use super fast got advanced smartphone market memory get right price
116,5.0,installed samsung tablet tab definitely performance difference tablet especially load apps
117,5.0,memory work samsung smartphones fast memorysandisk reliable memory market
118,5.0,love good quality good performance great brand could find better product money using samsung galaxy mini zero complication
119,5.0,product arrived two day prime exactly ordered work great galaxy know class exactly needed cell phone cannot hurt right im happy purchase
120,5.0,expanded samsung tab tablet gb gb work fast dont see lag store ten movie tab play right flash disc problemsvery happy card
121,5.0,update providing update regard sandisk supporti bought memory card aug see original review may cruise alaska card went bad sailing san francisco fine used take panorama shot golden gate bridge cruise using dslr next time wanted use cell phone phone told memory card loaded way tested card laptop got back couldnt recognize contacted sandisk via email provide copy receipt amazon along serial number back card hard read problem told send back card sent brand new card still functioning cell phone great support provide sandisk hassle long provide proof purchase easy since amazon keep entire purchase historyinvoices online one reason buy directly amazon v vendor either amazon elsewhere internet confidence memory card sold amazon genuine may incredible deal elsewhere internet case deal good true counterfeit card soldoriginal reviewjust received today removed packaging inserted samsung galaxy verizon powered unit back storage available formatting required worked first time setting showed gb total space gb version gb free space like fact sd adapter came ever need insert card laptop come handy yes plug phone directly laptop ever swap gb card phone replace gb version use gb version via adapter purpose
122,3.0,still dont feel fast phone guess need remove run rw test still ok
123,2.0,bought gb version card use gopro hero black edition didnt work card worked ok camera set resolution lower bit rate eg worked fine p protune p protune however p protune bitrate shy mb mode much higher protune turned nothing trouble camera would sometime work sometime randomly stop recording obvious reason first suspected camera testing different sd card ended sandisks card fault spare card old cheap gb pny also class worked fine condition camera settingsonce obvious problem card found people gopros forum trouble specific card well well always find figure right anyhow speed test card simple write gb file full zero using unix dd utility copy gb zero devzero else would find many zero onto file card result average sandisks card would manage mb barely bar class card however average gb write test speed oscillating many spike drop drop low mb uh thought write speed class card never dip mb comparison old cheap class pny card chugging along constant mb test spike drop speedthe card probably work fine device bitrates recording p video often low enough andor camera might huge buffer want use record video high bitrates device doesnt huge buffer compensate speed bump card may run trouble wary using hero mode higher bit rate eg p protune enabledsandisks website list part number sdsdquig adapter sdsdquag without adapter conflict product description amazon likely amazon getting product description right bit common thing interesting noteupdate apr number testing card test extremely simple write gb zero onto card using standard unix dd command read kb block zero special device devzero write onto card kb gb dd display transfer stats finish dd running run iostat second terminal displaying second interval stats measure current speed done mac dd command line used asis repeat test linux system however iostat command different linux would need modified slightly choose kb block size seems device driver merges sequential writes anyhow using different block size result comparable dd ifdevzero oftest b count record record byte transferred sec bytessecso mb good right wrong iostat running parallel dd command recorded iostat w diskdiskkbt tps mb dd finish writing gb zero card imo last column never dip mb card labeled classfor comparison test run samsung pro gb microsd card dd ifdevzero oftest b count record record byte transferred sec bytessec iostat w diskdiskkbt tps mb dd finish writing gb zero card samsung average x faster importantly speed much constant critically important never dip mb
124,5.0,else say sandisk ultra gb micro sd xc perfect sandisk card
126,5.0,husband bought gopro used record vacation mexico still half space left
127,5.0,item ive using month record hd video gopro hero without problem
128,5.0,third purchase theyve working fine far installed smart phone camera even used portable storage device noticed issue good product
129,5.0,love little guy super fast lot space storage plug enjoy
130,5.0,bought gopro hero camera silver editionworking without problem fastwas pleasantly surprised good quality memory card adapter turn laptop directly
131,5.0,great addition smart phone huge capacity store data also pretty fast record video lag recording
132,5.0,micro sd card well made great read write speed added gray amount memory samsung galaxy really recommend
133,5.0,bought item use gopro hero sell gopro website lot cheaper amazon yet problem card
134,5.0,work perfectly fair price immediately recognized device use good purchase
135,5.0,need little formatting yet see sandisk fail dont cut corner almost every brand sd card fail except tried numerous brand devicesjust remember take bit device buffer information sd card static corrupt sd card usually easily fixed formatting always back document pcmac soon possibleoh create playlist slideshows etc device remove sd card device smart enough recompile put sd card back end blank playlist even though song watch outlastly sd card doesnt work whatever reason google sd card formatting help gb version dont seem formatting issue like gb one even formatting fat fix
136,5.0,sandisk company trust offering good product low pricecomes adapter small case get full sd card size keep getting lost use
137,5.0,appears class hold much say came sd card adapter even gave option forgo ridiculous plastic package know hate one scissors refuse cut end hurting time getting open completely advertised
138,5.0,bought card gopro hero worked fine people said problem card new gopros problem micro card work anything also take standard card due included adapter
139,5.0,always good experience sandisk product priced well installed wife cell phone immediately recognized quite sure feature chip supposed amount memory good deal extra feature
140,5.0,come nice little adapter microsdhc use normal size sd card also pretty neatconsidering price gb pretty reasonable class fast hd p video recording dslr camerai bought use gopro taking picture video working great didnt give anycorrupted file video picture yet working pretty good sandisk pretty reliable brand wont able go wrong
141,5.0,great value plenty storage phone tablet looked around really good deal
142,5.0,shipped fast worked really well use case take lot photo load fast
143,1.0,old sandisk sd card still work thought new card would reliable wrongthe microsd card failed yesterday inside phone used adapter connect computer wouldnt mounti bought directly amazon third party vendor know genuine sandisk
144,5.0,best price anywhere
145,5.0,bought memory card samsung note amis really happy recommending product pleased
146,5.0,shipping fast product great quality great pricingi like manufacture going order deviceslots space
147,4.0,far good bought samsung micro sd card bestbuy somehow erasedeverything second one hopefully keep stuff
148,4.0,still gb left came hard case fore protection
149,5.0,im using sd card samsung galaxy instead another one bought manufacture sandisk gb mobile microsdhc flash memory card sdsdqgaffp working perfectly since october
150,2.0,used galaxy note past month sudden longer writable tried many way reformat card even window say format successful file remain remove reinsert card since private file card im able delete want sent back sandisk replacement
151,5.0,usual sandisk quality worked expected delivered time problem worked great android samsung tablet
152,5.0,put lumix camera work fast great complaint never issue highly recommended brand always come
153,5.0,great product enough capacity delivers performance happy product samsung galaxy phone
154,5.0,got cant beat price sandisk far always reliable two gb uhs card older gb gb class class etc sandisk microsds including standard sd usb thumb drive stood test one card think failing still able recover data write anymore im pretty hard rewritable medium say
155,5.0,great memory card using along roku work great fast transfer rate good capacity reasonable price else could ask
156,4.0,cannot go wrong sandisk date work advertised price wasnt great cost saving came amazon great reputation date far concerned purchased
157,5.0,awesome card glad able use dslr
158,5.0,great storage size first adopter came thought sale price excellent got duped price since first introduced great action cam battery ran ran memory
159,4.0,problem storage speed difficulty insert card kingston reader believ due sticker covering something one side microsd kind problem reader
160,4.0,replaced one crapped tablet taking apps hour time
161,5.0,bought gift hubby seems quite well happy hasnt given issue certainly us lot informationmedia smartphone since techie lol
162,5.0,exactly needed galaxy word warningwith kitkat prevents apps editing changing deleting anything sd card stock apps come phone downloaded one able trick pic movie whatever copy phone internal storage delete fix come non root work around operating system
163,3.0,worked great galaxy suntil didnt work unknown reason used month crapped back data thing though
164,5.0,use camera traveling gb take bunch accessory also use cell phone
165,5.0,enough storage dslrreally low price class cardu use several make linux based ssd
166,5.0,handy gb good size even though many device claim support gb card many actually support g cardi like sandisk brand always trust saying dont lemonbut happened everything
167,5.0,bought raspberry pi large enough run full lamp server price speed good bargain
168,5.0,good thanks sandiskyou must gopro cam get benefit cam yap
169,4.0,use raspberry pi sd adapter work faralso appeared genuine part although prolific sandisk counterfeiter gotten really sneaky recent yearsi like getting microsdhc card adapted different device size example let say buy used phone ereader need memory card im using pi take pi card take adapter put device rather pay money wait week delivery new one
170,5.0,popped moved apps card work great video handled quickly apps start fast
171,5.0,great buy work fine use everyday cell phone adapter great moving file computer cell phone buy opportunity present
172,5.0,oh waited thisworks samsung galaxyworks note samsungexcellent transfer rate close rated speed mb achievedusing make music collection truly portable nice carry device anymorehope review help
173,4.0,micro sd card perfect smartphone user looking expand storage device personally using one samsung galaxy note work like charm adequately fast cheap fairly reliable looking extremely fast speed however consider sandisk extreme series fastest microsd card world card came adapter card plug becomes full sized sd card looking use camera device us sd card please look elsewhere card nearly fast full sized sd card used camera adapter used transporting data phone device computer great buy smartphone user looking higher storage capacity price fluctuates often catch em cheep got mine around
174,1.0,bought august april card stopped functioning still read writing capability gone thats less one year im extremely disappointed longevity card usage galaxy gb data guess im going look another card longer lifespan one
175,5.0,would get anything less gb instantaneous movie video music picture android phone thats capable accepting micro sd card go ahead get one two
176,5.0,originally bought offbrand card new g price seemed good day took lot picturesthey mysteriously vanished since ive good experience sandisk past immediately found card happy sale time bought ive absolutely problem expect continue working long time knock woodbottom linethis quality product dont buy card without respectable brand name
177,1.0,routinely use sdxc card gb card unreadable arrival pc said needed formatted last resort let one try window iwith uptodate sdxc driver could format way back amazon im glad return easy
178,5.0,always good else say
179,5.0,work expected based price performance may best breed product found sandisk brand dependable
180,4.0,memory card fast class card sandisk unit rarely lose data wish guy would keep marketing backside leaving white space top could write thing cheapobrands big guy idiot
181,2.0,product large disappointmentbought use tablet card forever getting corruptedive reformatted card time point even reformat doesnt work wasted moneydont recommend purchasing
182,5.0,first card ordered bad tablet computer wouldnt write wouldnt read amazon replaced immediately new card perfect read writes fast much faster hc phone im glad got hc tablet
183,5.0,purchased could get work discovered sandisk app stressing working android device worry go get app work
184,5.0,usual anything san dish quality product bought use surface pro work described fast connection
185,5.0,purchased happy good transfer rate found last sd card caused camera phone delay taking shot one allows phone take pic quickly
186,5.0,bought wife samsung tl kept locking lesser speed sd card throwing card camera rarely lock taking picture backtoback shooting mp taking picture backtoback shooting hd vid good idea upgrade class card
187,5.0,samsung galaxy note came gig internal memory discovered apps written internal gig memory didnt want fill internal memory picture video music etc purchased gb san disk ultra microsdxc class card found video youtube learn insert card since could find nothing phone user guide real easy turn note phone remove note back plate see plaque saying sd card upper left quadrant phone simply place microsd card face metallic pin facing towards right depressed slot area left sd card plaque slowly gently slide microsd card plaque click isnt correctly tend move back plaque force replace back plate phone turn phone go setting storage bottom page see sd card microsd card inserted correctly see additional gb storage displayed also see reformat sd card remove sd card use setting erase data microsd card remove phone try remove microsd card phone without first activating remove sd card setting damage card phone card came quickly san disk reliable brand great class rating
188,5.0,gbdelivered fast installed quick work like reasonable price wish could get memory note much medium
189,5.0,absolutely great product recommend great price used note note phone download lot music movie must
190,5.0,fast memory card room spare amazing price suitable lot smart phone movie fastest storage available today imho
191,4.0,arrived quickly perfect condition work well camera using standard size adapter readable note seems quick enough canon g would recommend
192,5.0,big card lot faster card came phone allows switch video take pic faster going get cloud storage program think getting couple big card instead make downloading accessing chunk data lot easier
193,5.0,bought memory smartphone far supposed remember save
194,5.0,bought one g phone bought wife got one seem work seamlesslyperhaps kill u cheaper per gig smaller gig chip
195,5.0,bought samsung note ed give plenty data storage using note quick picture editing
196,4.0,bought new samsung galaxy worked right away trouble time tell
197,4.0,bought memory card spare samsung tab work great allows bring extra movie song audiobooks play tablet travel vacation
198,5.0,bought add storage sansa fuze mp playerthe card formatted correctly work quite smoothly devicei also tried using adapter kodak digital camera recognized instantly picture saved quickly allowing camera shoot without undue delay
199,4.0,bought use inch onda tablet problem issue installing using three month would recommend others
200,5.0,cant go wrong class card cheap work great may buy another one spare
201,5.0,fast reliable plenty size money ran sandisk memory zone reading mbps quite supposedly rated lot apps installed running device
202,5.0,good memory card gift given junior partner receiving beautiful beautiful packaging received big surprise know evaluate
203,5.0,good value money class ten rated card fast speed good manufacturer
204,5.0,got note great able pop computer via adapter load large amount picture back tablet kinda wishing got larger capacity one
205,5.0,got galxy another brand phone kept losing contact corrupted file much faster transfer got gb version note always superfast shipping amazon prime
206,5.0,great micro sd card smartphones product wanted something high transfer rate taking hd video would lag
207,5.0,great price gb sd card delivered time got download previous sc card problem great shopping electronic stuff amazon
208,5.0,great price great chip worked perfectly new smart phone swapped gig chip one lot excess storage capacity
209,5.0,great value extra storage cell phone adapter included memory disk allows easy interface standard computer card reader interface
210,1.0,return item would fit properly adapter came return problem reluctant buy another one
211,5.0,havent able use capacity bought tablet pro used usb adapter work well
212,5.0,action cam work great far cant wait zip line tour expensive would think size memory card
213,1.0,used sandisk photography course went time outfit new samsung galaxy internal microsd card spent extra buck comparably name micro sd card bought variant took quite picture even transferred album computer coud show friend goafter less two month sandisk microsd card started acting recognized stopped restarted removed reinstalled onto phone erratic behavior taken immediately tried recover anything could thing hit fanunfortunately waited long morning reason turned phone card show blank neither window pc mac even detect card yes tried two different adapter tried sandisk recovery found recoverable file even though checked file type extensionsive apparently lost picture top gfs cheap name card never issue exact phone keep chugging along merrilypaying premium substandard product fails use two month thanks im going back lexar hasnt failed yet im also getting rid sandisk card dslrs case fact sandisk first card thats ever failed new card boot inspire confidence buy use risk
214,1.0,disappointed card usually dont issue sandisk gb ultra card died two month died longer recognizable pc camera device wrestle warranty claim
215,5.0,bought great price capacity rated speed use storage nook hd
216,1.0,bought card android based phone soon started getting message card removed damaged tried tablet thing first card brand bought experienced problem went several online forum see solution someone hit upon might problem brand cardsi bought pny brand micro sd card problem whatsoever
217,1.0,bought card strength gb xdsc sandisk phone right gift friend mine sadly corrupted within minute first useinitially worked fine dead checked laptop window disk management screen told single k partition rest unusable outstandingthe replacement sent amazon thank amazon always excellent sitting office right probably check
218,5.0,bought samsung galaxy expand memory best money could spent issue work fast shipping great packaging worth every penny
219,5.0,bought expand memory galaxy inexpensive easily install come adapter make full sized sd card sandisk ultra top list
220,5.0,issue using device still working strong trust sandisk gear including memory dslr use malfunctioned throughout many different us trust brand although expensive supposed brand worth extra opinion
221,5.0,lot music picture keeping card free storage apps cannot use card money well spent
222,5.0,always trusted sandisk brand valuable data ordered tablet great size quality price
