Unnamed: 0,overall,reviewText
171,5.0,great buy work fine use everyday cell phone adapt great move file comput cell phone buy opportun present
172,5.0,oh wait thiswork samsung galaxywork note samsungexcel transfer rate close rate speed mb achievedus make music collect truli portabl nice carri devic anymorehop review help
173,4.0,micro sd card perfect smartphon user look expand storag devic person use one samsung galaxi note work like charm adequ fast cheap fairli reliabl look extrem fast speed howev consid sandisk extrem seri fastest microsd card world card came adapt card plug becom full size sd card look use camera devic use sd card pleas look elsewher card nearli fast full size sd card use camera adapt use transport data phone devic comput great buy smartphon user look higher storag capac price fluctuat often catch em cheep got mine around
174,1.0,bought august april card stop function still read write capabl gone that less one year im extrem disappoint longev card usag galaxi gb data guess im go look anoth card longer lifespan one
175,5.0,would get anyth less gb instantan movi video music pictur android phone that capabl accept micro sd card go ahead get one two
176,5.0,origin bought offbrand card new gs price seem good day took lot picturesthey mysteri vanish sinc ive good experi sandisk past immedi found card happi sale time bought ive absolut problem expect continu work long time knock woodbottom linethi qualiti product dont buy card without respect brand name
177,1.0,routin use sdxc card gb card unread arriv pc said need format last resort let one tri window iwith uptod sdxc driver could format way back amazon im glad return easi
178,5.0,alway good els say
179,5.0,work expect base price perform may best breed product found sandisk brand depend
180,4.0,memori card fast class card sandisk unit rare lose data wish guy would keep market backsid leav white space top could write thing cheapobrand big guy idiot
181,2.0,product larg disappointmentbought use tablet card forev get corrupted reformat card time point even reformat doesnt work wast moneydont recommend purchas
182,5.0,first card order bad tablet comput wouldnt write wouldnt read amazon replac immedi new card perfect read write fast much faster hc phone im glad got hc tablet
183,5.0,purchas could get work discov sandisk app stress work android devic worri go get app work
184,5.0,usual anyth san dish qualiti product bought use surfac pro work describ fast connect
185,5.0,purchas happi good transfer rate found last sd card caus camera phone delay take shot one allow phone take pic quickli
186,5.0,bought wife samsung tl kept lock lesser speed sd card throw card camera rare lock take pictur backtoback shoot mp take pictur backtoback shoot hd vid good idea upgrad class card
187,5.0,samsung galaxi note came gig intern memori discov app written intern gig memori didnt want fill intern memori pictur video music etc purchas gb san disk ultra microsdxc class card found video youtub learn insert card sinc could find noth phone user guid real easi turn note phone remov note back plate see plaqu say sd card upper left quadrant phone simpli place microsd card face metal pin face toward right depress slot area left sd card plaqu slowli gentli slide microsd card plaqu click isnt correctli tend move back plaqu forc replac back plate phone turn phone go set storag bottom page see sd card microsd card insert correctli see addit gb storag display also see reformat sd card remov sd card use set eras data microsd card remov phone tri remov microsd card phone without first activ remov sd card set damag card phone card came quickli san disk reliabl brand great class rate
188,5.0,gbdeliv fast instal quick work like reason price wish could get memori note much media
189,5.0,absolut great product recommend great price use note note phone download lot music movi must
190,5.0,fast memori card room spare amaz price suitabl lot smart phone movi fastest storag avail today imho
191,4.0,arriv quickli perfect condit work well camera use standard size adapt readabl note seem quick enough canon g would recommend
192,5.0,big card lot faster card came phone allow switch video take pic faster go get cloud storag program think get coupl big card instead make download access chunk data lot easier
193,5.0,bought memori smartphon far suppos rememb save
194,5.0,bought one gs phone bought wife got one seem work seamlesslyperhap kill us cheaper per gig smaller gig chip
195,5.0,bought samsung note ed give plenti data storag use note quick pictur edit
196,4.0,bought new samsung galaxi work right away troubl time tell
197,4.0,bought memori card spare samsung tab work great allow bring extra movi song audiobook play tablet travel vacat
198,5.0,bought add storag sansa fuze mp playerth card format correctli work quit smoothli devicei also tri use adapt kodak digit camera recogn instantli pictur save quickli allow camera shoot without undu delay
199,4.0,bought use inch onda tablet problem issu instal use three month would recommend other
200,5.0,cant go wrong class card cheap work great may buy anoth one spare
201,5.0,fast reliabl plenti size money ran sandisk memori zone read mbp quit supposedli rate lot app instal run devic
202,5.0,good memori card gift given junior partner receiv beauti beauti packag receiv big surpris know evalu
203,5.0,good valu money class ten rate card fast speed good manufactur
204,5.0,got note great abl pop comput via adapt load larg amount pictur back tablet kinda wish got larger capac one
205,5.0,got galxi anoth brand phone kept lose contact corrupt file much faster transfer got gb version note alway superfast ship amazon prime
206,5.0,great micro sd card smartphon product want someth high transfer rate take hd video would lag
207,5.0,great price gb sd card deliv time got download previou sc card problem great shop electron stuff amazon
208,5.0,great price great chip work perfectli new smart phone swap gig chip one lot excess storag capac
209,5.0,great valu extra storag cell phone adapt includ memori disk allow easi interfac standard comput card reader interfac
210,1.0,return item would fit properli adapt came return problem reluct buy anoth one
211,5.0,havent abl use capac bought tablet pro use usb adapt work well
212,5.0,action cam work great far cant wait zip line tour expens would think size memori card
213,1.0,use sandisk photographi cours went time outfit new samsung galaxi intern microsd card spent extra buck compar name micro sd card bought variant took quit pictur even transfer album comput coud show friend goafter less two month sandisk microsd card start act recogn stop restart remov reinstal onto phone errat behavior taken immedi tri recov anyth could thing hit fanunfortun wait long morn reason turn phone card show blank neither window pc mac even detect card ye tri two differ adapt tri sandisk recoveri found recover file even though check file type extensions appar lost pictur top gf cheap name card never issu exact phone keep chug along merrilypay premium substandard product fail use two month thank im go back lexar hasnt fail yet im also get rid sandisk card dslr case fact sandisk first card that ever fail new card boot inspir confid buy use risk
214,1.0,disappoint card usual dont issu sandisk gb ultra card die two month die longer recogniz pc camera devic wrestl warranti claim
215,5.0,bought great price capac rate speed use storag nook hd
216,1.0,bought card android base phone soon start get messag card remov damag tri tablet thing first card brand bought experienc problem went sever onlin forum see solut someon hit upon might problem brand cardsi bought pni brand micro sd card problem whatsoev
217,1.0,bought card strength gb xdsc sandisk phone right gift friend mine sadli corrupt within minut first useiniti work fine dead check laptop window disk manag screen told singl k partit rest unus outstandingth replac sent amazon thank amazon alway excel sit offic right probabl check
218,5.0,bought samsung galaxi expand memori best money could spent issu work fast ship great packag worth everi penni
219,5.0,bought expand memori galaxi inexpens easili instal come adapt make full size sd card sandisk ultra top list
220,5.0,issu use devic still work strong trust sandisk gear includ memori dslr use malfunct throughout mani differ use trust brand although expens suppos brand worth extra opinion
221,5.0,lot music pictur keep card free storag app cannot use card money well spent
222,5.0,alway trust sandisk brand valuabl data order tablet great size qualiti price
